529.42,78.94,584.58,71.06,588.82,100.74,533.66,108.62
525.0,80.0,581.0,80.0,581.0,110.0,525.0,110.0
521.0,83.0,577.0,83.0,577.0,113.0,521.0,113.0
517.0,85.0,573.0,85.0,573.0,115.0,517.0,115.0
512.0,86.0,568.0,86.0,568.0,116.0,512.0,116.0
507.0,89.0,563.0,89.0,563.0,119.0,507.0,119.0
502.0,89.0,558.0,89.0,558.0,119.0,502.0,119.0
498.0,92.0,554.0,92.0,554.0,122.0,498.0,122.0
493.0,94.0,549.0,94.0,549.0,124.0,493.0,124.0
488.0,96.0,544.0,96.0,544.0,126.0,488.0,126.0
485.0,97.0,541.0,97.0,541.0,127.0,485.0,127.0
481.0,99.0,537.0,99.0,537.0,129.0,481.0,129.0
477.0,101.0,533.0,101.0,533.0,131.0,477.0,131.0
470.0,103.0,526.0,103.0,526.0,133.0,470.0,133.0
467.0,104.0,523.0,104.0,523.0,134.0,467.0,134.0
463.0,105.0,519.0,105.0,519.0,135.0,463.0,135.0
458.0,107.0,514.0,107.0,514.0,137.0,458.0,137.0
454.0,108.0,510.0,108.0,510.0,138.0,454.0,138.0
451.0,111.0,507.0,111.0,507.0,141.0,451.0,141.0
445.0,113.0,501.0,113.0,501.0,143.0,445.0,143.0
443.0,114.0,499.0,114.0,499.0,144.0,443.0,144.0
441.0,117.0,497.0,117.0,497.0,147.0,441.0,147.0
437.0,120.0,493.0,120.0,493.0,150.0,437.0,150.0
433.0,123.0,489.0,123.0,489.0,153.0,433.0,153.0
432.0,126.0,488.0,126.0,488.0,156.0,432.0,156.0
430.0,130.0,486.0,130.0,486.0,160.0,430.0,160.0
428.0,133.0,484.0,133.0,484.0,163.0,428.0,163.0
427.0,137.0,483.0,137.0,483.0,167.0,427.0,167.0
426.0,140.0,482.0,140.0,482.0,170.0,426.0,170.0
426.0,143.0,482.0,143.0,482.0,173.0,426.0,173.0
428.0,146.0,484.0,146.0,484.0,176.0,428.0,176.0
427.0,149.0,483.0,149.0,483.0,179.0,427.0,179.0
428.0,152.0,484.0,152.0,484.0,182.0,428.0,182.0
427.0,155.0,483.0,155.0,483.0,185.0,427.0,185.0
427.0,159.0,483.0,159.0,483.0,189.0,427.0,189.0
428.0,162.0,484.0,162.0,484.0,192.0,428.0,192.0
428.0,165.0,484.0,165.0,484.0,195.0,428.0,195.0
428.0,169.0,484.0,169.0,484.0,199.0,428.0,199.0
429.0,173.0,485.0,173.0,485.0,203.0,429.0,203.0
430.0,177.0,486.0,177.0,486.0,207.0,430.0,207.0
430.0,181.0,486.0,181.0,486.0,211.0,430.0,211.0
433.0,185.0,489.0,185.0,489.0,215.0,433.0,215.0
434.0,189.0,490.0,189.0,490.0,219.0,434.0,219.0
431.0,193.0,487.0,193.0,487.0,223.0,431.0,223.0
435.0,198.0,491.0,198.0,491.0,228.0,435.0,228.0
435.0,203.0,491.0,203.0,491.0,233.0,435.0,233.0
433.0,207.0,489.0,207.0,489.0,237.0,433.0,237.0
435.0,211.0,491.0,211.0,491.0,241.0,435.0,241.0
434.0,215.0,490.0,215.0,490.0,245.0,434.0,245.0
433.0,219.0,489.0,219.0,489.0,249.0,433.0,249.0
429.0,224.0,485.0,224.0,485.0,254.0,429.0,254.0
428.0,227.0,484.0,227.0,484.0,257.0,428.0,257.0
425.0,230.0,481.0,230.0,481.0,260.0,425.0,260.0
422.0,234.0,478.0,234.0,478.0,264.0,422.0,264.0
420.0,238.0,476.0,238.0,476.0,268.0,420.0,268.0
417.0,242.0,473.0,242.0,473.0,272.0,417.0,272.0
413.0,246.0,469.0,246.0,469.0,276.0,413.0,276.0
409.0,250.0,465.0,250.0,465.0,280.0,409.0,280.0
406.0,253.0,462.0,253.0,462.0,283.0,406.0,283.0
402.0,257.0,458.0,257.0,458.0,287.0,402.0,287.0
399.0,260.0,455.0,260.0,455.0,290.0,399.0,290.0
394.0,264.0,450.0,264.0,450.0,294.0,394.0,294.0
390.0,267.0,446.0,267.0,446.0,297.0,390.0,297.0
386.0,270.0,442.0,270.0,442.0,300.0,386.0,300.0
382.0,273.0,438.0,273.0,438.0,303.0,382.0,303.0
378.0,275.0,434.0,275.0,434.0,305.0,378.0,305.0
