296.56,73.743,355.92,73.521,356.77,301.33,297.41,301.55
295.0,73.0,355.0,73.0,355.0,301.0,295.0,301.0
295.0,73.0,355.0,73.0,355.0,301.0,295.0,301.0
294.0,73.0,354.0,73.0,354.0,301.0,294.0,301.0
293.0,75.0,353.0,75.0,353.0,303.0,293.0,303.0
293.0,75.0,353.0,75.0,353.0,303.0,293.0,303.0
290.0,75.0,350.0,75.0,350.0,303.0,290.0,303.0
287.0,78.0,347.0,78.0,347.0,306.0,287.0,306.0
287.0,77.0,347.0,77.0,347.0,305.0,287.0,305.0
284.0,79.0,344.0,79.0,344.0,307.0,284.0,307.0
280.0,80.0,340.0,80.0,340.0,308.0,280.0,308.0
280.0,80.0,340.0,80.0,340.0,308.0,280.0,308.0
280.0,80.0,340.0,80.0,340.0,308.0,280.0,308.0
284.0,84.0,344.0,84.0,344.0,312.0,284.0,312.0
284.0,84.0,344.0,84.0,344.0,312.0,284.0,312.0
283.0,85.0,343.0,85.0,343.0,313.0,283.0,313.0
282.0,91.0,342.0,91.0,342.0,319.0,282.0,319.0
282.0,90.0,342.0,90.0,342.0,318.0,282.0,318.0
282.0,94.0,342.0,94.0,342.0,322.0,282.0,322.0
281.0,97.0,341.0,97.0,341.0,325.0,281.0,325.0
273.0,90.0,333.0,90.0,333.0,318.0,273.0,318.0
276.0,90.0,336.0,90.0,336.0,318.0,276.0,318.0
275.0,91.0,335.0,91.0,335.0,319.0,275.0,319.0
284.0,91.0,344.0,91.0,344.0,319.0,284.0,319.0
285.0,92.0,345.0,92.0,345.0,320.0,285.0,320.0
286.0,90.0,346.0,90.0,346.0,318.0,286.0,318.0
279.0,88.0,339.0,88.0,339.0,316.0,279.0,316.0
279.0,87.0,339.0,87.0,339.0,315.0,279.0,315.0
279.0,83.0,339.0,83.0,339.0,311.0,279.0,311.0
280.0,81.0,340.0,81.0,340.0,309.0,280.0,309.0
282.0,83.0,342.0,83.0,342.0,311.0,282.0,311.0
283.0,80.0,343.0,80.0,343.0,308.0,283.0,308.0
286.0,82.0,346.0,82.0,346.0,310.0,286.0,310.0
284.0,81.0,344.0,81.0,344.0,309.0,284.0,309.0
287.0,81.0,347.0,81.0,347.0,309.0,287.0,309.0
285.0,86.0,345.0,86.0,345.0,314.0,285.0,314.0
286.0,85.0,346.0,85.0,346.0,313.0,286.0,313.0
285.0,86.0,345.0,86.0,345.0,314.0,285.0,314.0
293.0,90.0,353.0,90.0,353.0,318.0,293.0,318.0
291.0,91.0,351.0,91.0,351.0,319.0,291.0,319.0
296.0,88.0,356.0,88.0,356.0,316.0,296.0,316.0
305.0,88.0,365.0,88.0,365.0,316.0,305.0,316.0
306.0,85.0,366.0,85.0,366.0,313.0,306.0,313.0
308.0,87.0,368.0,87.0,368.0,315.0,308.0,315.0
320.0,77.0,380.0,77.0,380.0,305.0,320.0,305.0
328.0,74.0,388.0,74.0,388.0,302.0,328.0,302.0
329.0,75.0,389.0,75.0,389.0,303.0,329.0,303.0
331.0,66.0,391.0,66.0,391.0,294.0,331.0,294.0
331.0,66.0,391.0,66.0,391.0,294.0,331.0,294.0
330.0,63.0,390.0,63.0,390.0,291.0,330.0,291.0
325.0,58.0,385.0,58.0,385.0,286.0,325.0,286.0
325.0,58.0,385.0,58.0,385.0,286.0,325.0,286.0
324.0,57.0,384.0,57.0,384.0,285.0,324.0,285.0
315.0,57.0,375.0,57.0,375.0,285.0,315.0,285.0
315.0,58.0,375.0,58.0,375.0,286.0,315.0,286.0
312.0,62.0,372.0,62.0,372.0,290.0,312.0,290.0
303.0,69.0,363.0,69.0,363.0,297.0,303.0,297.0
303.0,71.0,363.0,71.0,363.0,299.0,303.0,299.0
302.0,75.0,362.0,75.0,362.0,303.0,302.0,303.0
301.0,77.0,361.0,77.0,361.0,305.0,301.0,305.0
296.0,75.0,356.0,75.0,356.0,303.0,296.0,303.0
296.0,75.0,356.0,75.0,356.0,303.0,296.0,303.0
