1105.3,614.23,1143.7,623.64,1131.7,672.37,1093.3,662.96
1104.0,608.0,1143.0,608.0,1143.0,657.0,1104.0,657.0
1127.0,605.0,1166.0,605.0,1166.0,654.0,1127.0,654.0
1109.0,594.0,1148.0,594.0,1148.0,643.0,1109.0,643.0
1105.0,592.0,1144.0,592.0,1144.0,641.0,1105.0,641.0
1111.0,598.0,1150.0,598.0,1150.0,647.0,1111.0,647.0
1113.0,609.0,1152.0,609.0,1152.0,658.0,1113.0,658.0
1124.0,607.0,1163.0,607.0,1163.0,656.0,1124.0,656.0
1130.0,613.0,1169.0,613.0,1169.0,662.0,1130.0,662.0
1135.0,617.0,1174.0,617.0,1174.0,666.0,1135.0,666.0
1141.0,621.0,1180.0,621.0,1180.0,670.0,1141.0,670.0
1147.0,630.0,1186.0,630.0,1186.0,679.0,1147.0,679.0
1155.0,629.0,1194.0,629.0,1194.0,678.0,1155.0,678.0
1161.0,632.0,1200.0,632.0,1200.0,681.0,1161.0,681.0
1167.0,636.0,1206.0,636.0,1206.0,685.0,1167.0,685.0
1174.0,639.0,1213.0,639.0,1213.0,688.0,1174.0,688.0
1184.0,644.0,1223.0,644.0,1223.0,693.0,1184.0,693.0
1188.0,647.0,1227.0,647.0,1227.0,696.0,1188.0,696.0
1195.0,651.0,1234.0,651.0,1234.0,700.0,1195.0,700.0
1203.0,653.0,1242.0,653.0,1242.0,702.0,1203.0,702.0
1208.0,656.0,1247.0,656.0,1247.0,705.0,1208.0,705.0
1216.0,658.0,1255.0,658.0,1255.0,707.0,1216.0,707.0
1223.0,662.0,1262.0,662.0,1262.0,711.0,1223.0,711.0
1230.0,665.0,1269.0,665.0,1269.0,714.0,1230.0,714.0
1237.0,668.0,1276.0,668.0,1276.0,717.0,1237.0,717.0
1240.0,670.0,1279.0,670.0,1279.0,719.0,1240.0,719.0
1240.0,667.0,1279.0,667.0,1279.0,716.0,1240.0,716.0
1229.0,650.0,1268.0,650.0,1268.0,699.0,1229.0,699.0
1240.0,628.0,1279.0,628.0,1279.0,677.0,1240.0,677.0
1240.0,630.0,1279.0,630.0,1279.0,679.0,1240.0,679.0
1240.0,632.0,1279.0,632.0,1279.0,681.0,1240.0,681.0
1240.0,634.0,1279.0,634.0,1279.0,683.0,1240.0,683.0
1240.0,635.0,1279.0,635.0,1279.0,684.0,1240.0,684.0
1236.0,632.0,1275.0,632.0,1275.0,681.0,1236.0,681.0
1232.0,630.0,1271.0,630.0,1271.0,679.0,1232.0,679.0
1223.0,630.0,1262.0,630.0,1262.0,679.0,1223.0,679.0
1216.0,625.0,1255.0,625.0,1255.0,674.0,1216.0,674.0
1203.0,624.0,1242.0,624.0,1242.0,673.0,1203.0,673.0
1188.0,621.0,1227.0,621.0,1227.0,670.0,1188.0,670.0
1175.0,617.0,1214.0,617.0,1214.0,666.0,1175.0,666.0
1159.0,614.0,1198.0,614.0,1198.0,663.0,1159.0,663.0
1141.0,609.0,1180.0,609.0,1180.0,658.0,1141.0,658.0
1121.0,601.0,1160.0,601.0,1160.0,650.0,1121.0,650.0
1100.0,595.0,1139.0,595.0,1139.0,644.0,1100.0,644.0
1078.0,590.0,1117.0,590.0,1117.0,639.0,1078.0,639.0
1054.0,584.0,1093.0,584.0,1093.0,633.0,1054.0,633.0
1031.0,576.0,1070.0,576.0,1070.0,625.0,1031.0,625.0
1007.0,571.0,1046.0,571.0,1046.0,620.0,1007.0,620.0
984.0,563.0,1023.0,563.0,1023.0,612.0,984.0,612.0
997.0,542.0,1036.0,542.0,1036.0,591.0,997.0,591.0
1010.0,539.0,1049.0,539.0,1049.0,588.0,1010.0,588.0
1023.0,553.0,1062.0,553.0,1062.0,602.0,1023.0,602.0
1009.0,555.0,1048.0,555.0,1048.0,604.0,1009.0,604.0
993.0,542.0,1032.0,542.0,1032.0,591.0,993.0,591.0
1009.0,551.0,1048.0,551.0,1048.0,600.0,1009.0,600.0
1010.0,539.0,1049.0,539.0,1049.0,588.0,1010.0,588.0
994.0,520.0,1033.0,520.0,1033.0,569.0,994.0,569.0
995.0,508.0,1034.0,508.0,1034.0,557.0,995.0,557.0
999.0,528.0,1038.0,528.0,1038.0,577.0,999.0,577.0
1009.0,549.0,1048.0,549.0,1048.0,598.0,1009.0,598.0
1026.0,540.0,1065.0,540.0,1065.0,589.0,1026.0,589.0
1012.0,552.0,1051.0,552.0,1051.0,601.0,1012.0,601.0
1015.0,545.0,1054.0,545.0,1054.0,594.0,1015.0,594.0
